tweet_id,tweet_text
311912822479142913,RT @applenws: Breathometer: A would-be breathalyzer accessory for iPhone http://t.co/ix6dhtbJNx #apple
311912825725521920,RT @davidhoang: I wish Apple approved apps via White Smoke. Habemus Appam!
311912831886979073,"RT @appletweets: Training docs reveal Macs, iPhones, iPads heading to Staples in late March: The timeline for Apple gear to go ... http: ..."
311912832046358529,Cbus Wireless Vehicle Car Charger for Apple iPad / iPad 2 / new iPad (3rd gen) / iPhone 4S / iPhone 4 / iPhone 3G /  http://t.co/OUNjiKb0xV
311912833203970049,"RT @hypebot: CEO Spotify Says He Doesn't Worry What Apple, Google Do In Music http://t.co/pvJjwe2pVf"
311912833317220353,@CharlieHawkins3 apple should sort that for you mate. Free of charge new handset :) hope your okay too man!
311912837624778753,My moms #LG #apple phone lol it's pink! #like #picoftheday #popular #wednesday #ig #photo http://t.co/cSjr7mB8eM
311912849427529728,"Mozilla #Firefox not coming to iPhone, iPad until #Apple relaxes #iOS browser rules http://t.co/bKDTSAS3sK"
311912869849604096,"RT @OxenRider: Don't worry #m310 , Apple is working to fix its GSI map app: http://t.co/0vtXbGo3yH via @mashable"
311912871057567744,"it seems that either older or more downloaded apps get priority in the apple review update queue. 1 newish app took 6 days, 1 old app took 1"
311912882751279105,"Mozilla #Firefox not coming to iPhone, iPad until #Apple relaxes #iOS browser rules http://t.co/mFd7QSzsFp"
311912884319969280,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311912886085763072,Didn't expect that! RT @modmyi: Apple Surges into Second in India's Smartphone Showdown http://t.co/E2UgCBx4LL http://t.co/LRFeDRksxr
311912886836531200,@JBrunzGaming hey bro buy an @elgatogaming capture card from apple.ca that's where I got it ordered Sunday night and got it tues :)
311912888459751424,@AlanJiangg MY PHONE DIED I'M AT THE APPLE STORE WHERE ARE YOU GUYS
311912893052485632,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311912893702627328,Apple Alumni: Where Are They Now? http://t.co/HOAfA89gUm
311912898245058560,invisibleSHIELD for the Apple iPad two (HD) - http://t.co/RhKtDlAV4E http://t.co/YQPiCose0I
311912909200576513,"LOL RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311912914326003712,Apple Alumni: Where Are They Now? http://t.co/0dh7cTdMJs
311912928897007616,Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/GFHQd770T4
311912937830899713,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311912938707496960,For Sale: Apple iPhone 5 16GB Black on Vodafone FOR SALE  http://t.co/tdZ5pxogc7
311912941660299264,http://t.co/VDcC83oNGyИнтерфейс Apple iOS танцует Harlem Shake
311912945258991616,@CommanderQueef MY PHONE DIED I'M AT THE APPLE STORE WHERE ARE YOU
311912948220178432,Bite me apple sign
311912950212476928,http://t.co/LTcfIGPZdpИнтерфейс Apple iOS танцует Harlem Shake
311912952506769408,Taking a class at the Apple store
311912974560415745,6000 dead pigs float down a river and Doug Kass is back buying Apple. Coincidence? I don’t think so.
311912983339085824,Get your hands on £250's worth of Apple iTunes vouchers! http://t.co/zmRAXG0Eeu
311912984970657792,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311912991425712129,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311912995385122819,Judge rules Apple CEO Tim Cook must testify in ebook antitrust case http://t.co/cuoiIa6LXR
311912996794417152,RT @PaulFidalgo: RT @Angry_Drunk: White smoke...must be time to short more Apple stock.
311913003513675778,Apple in Hot Water Over Discovery Failure http://t.co/3aS5Iz9G8y
311913004516126720,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913020337057792,"Apple Maps Slowly Improving: Apple updates its maligned Maps app for the iPhone, includes 3-D flyovers for a handful of new cities. S..."
311913026783694849,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913030554357760,MacBook Pro dispatched #apple
311913038380924928,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913038737465344,@issackelly @jessenoller @selenamarie @whitmo Does Apple make a lint roller? If I hadn't given up trolling the Apple store for Lent ...
311913042055135232,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913069989212162,Apple iPhone 4 16gb (O2) NO RESERVE EXCELLENT CONDITION: http://t.co/nHGxsGm5km #ebaymobile
311913073449517056,"I can't say this enough: while Apple's stock is down, it's a great time to buy it!"
311913076247121921,I need to go to apple
311913081972326400,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913086523154433,"Another #freeze of my #macbookpro. But #apple won't fix it. Thank you #apple, thank you expensive #applecare. #fail"
311913087726940160,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913097466093569,Just got the biggest Apple contract and they just placed me as the Project Manager on it. I'm like a kid on Xmas.  :-)
311913104843866113,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913128956928001,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913129472831488,@pepommier You mean Apple OS X
311913144727511040,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913148758249472,Not even the slightest bit surprised that I didn't get the job with Apple.
311913149613887490,Apple Stores in France fined for forcing employees to work late http://t.co/myuAEbA2nl
311913165237669888,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913167045406721,Apple Maps Slowly Improving @InformationWeek http://t.co/EmT9tw5Xty
311913172196012034,"@TheFix Alas, Apple does not offer a Latin keyboard option."
311913176813948928,"@DLoesch Why keep buying Apple if she feels this way? Write in your own blood, Ash"
311913187375185920,Android to take Tablet dominance from Apple in 2013 http://t.co/mdRPjSnA18
311913190160228352,RT @MacRumors: Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/GFHQd770T4
311913200503382016,RT @MacRumors: Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/GFHQd770T4
311913212922695680,"Apple, why do you make a poorly designed cord? Because you want me to spend more money on a nee one 😑"
311913221252608000,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
311913226419974145,"Apple iPad Ruby Red Snug Fit Canteen Style Hard Cube Case with Tilt Stand for Apple Ipad Tablet ( 3G , wifi , ... http://t.co/SxtkImQbea"
311913226457718785,Apple needs to create a middle finger emoji for iPhone
311913226856173568,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913241724997633,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913246040920065,"#papalproblems RT @TheFix The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913280354516992,Welp. RT @thecrditcardguy: She ‘Got Time For That’: Sweet Brown Sues Apple For $15 Million  http://t.co/lmbXecytj0 #SheOnTheComeUp
311913290118864897,Belkin EaseFit Plus Armband For New Apple iPhone 5 (Black) http://t.co/3g5RCSn8Mn
311913290311798785,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
311913311870529536,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913315595079680,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913316018683904,"Hey Twitter, did Apple ever fix maps for iPhone/iPad? I've been avoiding an update for ages."
311913331650871297,"RT @MackNass_H: ""@TheeFlyBoi: Bitch I'm a Apple Mac bite me"" dem jerkin says"
311913349736714240,So the Treehouse commercials on YouTube have a very Apple feel to it. Don't know how I feel about that.
311913352928559104,"RT @FactBoook: For a short period of time last year, Apple had more money than the United States government."
311913362273484800,On my way to da apple store
311913364899119104,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913383689605120,Just Entered a iPad 4 Giveaway! Subscribe to TechCountry on YouTube to Enter. Follow @techcountry1 and RT !!!  #ipad #apple #techcountry
311913402182270976,"RT @ahvalentino: ""Apple lançará novo iPhone 5S ainda esse ano"" doeu claro q doeu mas ninguem precisava saber entao peguei meu nokia e fu ..."
311913417608933376,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913427138400256,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913429696913408,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913436252618752,RT @MrMakeHerSmile: RT if you think Apple should add this to the Emoji's 👌👌👌 http://t.co/1X3MqNgdSR
311913443294859264,"RT @4EverBren: Sweet Brown sues Apple, AIN'T NOBODY GOT TIME FOR THAT!!!!!! READ MORE - ENTERTAINMENT http://t.co/3hAmaPJVNM"
311913469735755776,"Call me crazy, but I swear I could spend the whole day at this mall. Let's just say Apple Store, friendly people, and free stylus-pens."
311913471040167936,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913475024760833,RT @birdyyy: WHYYYYY would apple make a completely different charger for the iPhone 5? Can't think of one advantage it has...
311913477390360578,"@rebeccawatson Google's released an excellent maps app for iOS, no need to use Apple's maps."
311913510642790400,@daringfireball Just Google copying Apple again…or are they copying Microsoft?
311913513826263040,"Apple’s mobile dominance is done for now, study finds | @SeattleTimes http://t.co/2hw31HohoT"
311913524039409664,iWatch concept is what the iWatch should be: A new concept has been released for Apple’s pending iWatch access... http://t.co/rEKsguglXT
311913525910052864,iWatch concept is what the iWatch should be: A new concept has been released for Apple’s pending iWatch access... http://t.co/7uihKZc1TD
311913530418946049,can believe bob won't let me invest in buying ONE share of apple
311913533367525376,Frigg apple u hear me and amazon tuh
311913537905766401,iWatch concept is what the iWatch should be: A new concept has been released for Apple’s pending iWatch access... http://t.co/3L14bz8d56
311913559208628224,iWatch concept is what the iWatch should be: A new concept has been released for Apple’s pending iWatch... http://t.co/C07vhWVGps &lt;@@@&gt;
311913560731176960,iWatch concept is what the iWatch should be: A new concept has been released for Apple’s pending iWatch access... http://t.co/qcNaeX0lFD
311913568465465346,"RT @HuffPostTech: The iWatch might be coming this year, and other Apple rumors http://t.co/W0Vo7LLEye"
311913582818377730,@DBoyRocka I know I hate going in there. I just need to buy my Apple TV
311913585527889920,"@hannahgmuse it was acting crazy like it had a mind of its own, and you know you still think I'm awesome even if I hate apple"
311913601772441602,@whaaadupQueen still under warranty? Take it to apple
311913601998938112,RT @DanielEran: Both men who recognized the potential of Apple's iPhone &amp; broadly spread its user interface are now out of the game  ...
311913619761795072,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913650384416768,"Google Holds $820, Apple Struggles At $433 Resistance http://t.co/vxdF25cUVZ"
311913658814971904,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
311913663760064512,Developer: Ginny Wang Provider: Ginny Wang App Title: Diamond  Mania Universal Apple ID: 592324928 - We trust this resolves your  concerns.
311913664020086784,Report: Twitter to launch iOS music discovery app that offers recommendations based on who you follow http://t.co/fxbjB7Ztqr #apple #i...
311913665135771650,Cult Of Mac Debates: Is #Samsung Really Innovating (it's not innovating - it's copying) Faster Than Apple? http://t.co/lBojzwA5rV via @zite
311913686635802624,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913693317328896,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913695628369920,"RT @erondu: Apple, it’s time to let iPhone users choose their defaults:  Calendar, Sunrise Maps, Google Maps Contacts, Cobook Todo, 6W W ..."
311913703069077504,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913711143096321,"Apple MacBook Air 11.6"": Unboxing - http://t.co/AAOuUdbC8v http://t.co/SpuPg9Rcvh"
311913736728363008,When mum wins an apple ipad :| happiest I've ever seen her in my life! Such a beautiful sight...the universe blesses in its own time:)
311913776943349760,"Novelist J. Lynn has the bestselling self-published book at Amazon, B&amp;N and Apple this week http://t.co/MYD7sX1nGv"
311913797080211456,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913804512493568,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913822694809601,Apple Maps Slowly Improving - InformationWeek: Moneycontrol.comApple Maps Slowly ImprovingInformationWeekApple... http://t.co/HUN7gnamz7
311913823835680768,Judge rules Tim Cook must participate in 4-hour testimony for e-book suit - Apple Insider: Toronto StarJudge r... http://t.co/h0eggHwOCY
311913825072975873,Titans Clash: Will Samsung's New Phone Steal Apple's Buzz? - Fox Business: Fox BusinessTitans Clash: Will Sams... http://t.co/jK91l7PQ2P
311913825207193600,Apple is the way forward. Need there be anything else said about it?
311913825282707457,Apple Inc. (AAPL) Scores Less Than Samsung In Marketing Spending:  Apple Inc. (AAPL) Scores Less Than Samsung ... http://t.co/OxYyPUuLUK
311913828948508673,Apple CEO Cook must testify in e-books antitrust case: judge:  Apple CEO Cook must testify in e-books antitrus... http://t.co/JLlQLy7huK
311913831536410626,Is this dude really sitting here watching Cambodian you tube porn in the apple store??? http://t.co/SUnkpLfBAx
311913832794697728,Judge rules Tim Cook must participate in 4-hour testimony for e-book suit - Apple Insider: Toronto StarJudge r... http://t.co/d8FTlja4x3
311913833922965505,Titans Clash: Will Samsung's New Phone Steal Apple's Buzz? - Fox Business: Fox BusinessTitans Clash: Will Sams... http://t.co/Oh6lPbHA2s
311913843506966528,RT @theloop: The customers Apple doesn't want or need http://t.co/I2xFrMHELc
311913854076604416,"RT @HuffingtonPost: How Apple vs. Google is like ""American Idol"" vs. ""The Voice"" http://t.co/fWTfcziOuu"
311913854659592192,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913862872051712,Apple's iPad to fall behind Android as tablet war grows http://t.co/HLsIJPZVLl Computer Technology via @Reuters
311913869645864960,"Sharp finally flaunts its thin and efficient IGZO displays, Apple nods approvingly http://t.co/mec4fm3VC1 via @phonearena"
311913872351191043,Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/zTDZFnvu0x
311913874049884161,I would really like to see android add compatibility with apple volume controls.
311913874804858880,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913876432228352,Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/28OLJQgfI5
311913880295186432,"Bite me, apple sign"
311913881842905088,Apple's iWatch Will Measure More than Time http://t.co/hRFzDuORxI via @HarvardBiz”
311913881935175681,I'm on the phone to the nicest american Apple Support guy and he keeps calling me ma'am omg cutest thing ever I think I love him
311913883487068160,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
311913895923171328,Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/6IG27ls6op #apple #mac
311913901031841793,Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/2IL5Q8jMkK
311913910989123585,#ios Google SVP Andy Rubin Is Leaving The Android Team To Pursue ‘Moonshot’ Projects At Goog... http://t.co/OJOavDJRJz #apple #mac #ipod
311913912444547072,#ios Become A Certified Developer With The Ultimate Python Programming Course [Deals]: If yo... http://t.co/8pSHDGVwiZ #apple #mac #ipod
311913913493123072,#ios Google SVP Andy Rubin Is Leaving The Android Team To Pursue ‘Moonshot’ Projects At Goog... http://t.co/wnRf82Idg6 #apple #mac #ipod
311913914973683712,#ios Felt Desk Mat Is Like A Cosy Rug For Wrists: These days my desk is my lap. My work mach... http://t.co/V2zMSb27q9 #apple #mac #ipod
311913916211027968,"#ios Apple CEO Tim Cook Has Been Ordered To Testify In E-Book Antitrust Case: Last year, App... http://t.co/BUpaIcYpKf #apple #mac #ipod"
311913922112405505,Apple suggests new pope's name: #iPope5 #Conclave
311913926004719616,"Holy crap Apple used to be wordy:  http://t.co/himfnZjIvf  Byte magazine, 1981"
311913927128801282,Apple's Capital Allocation Miss http://t.co/9Hf4Ol1PkG #apple
311913929016229890,"RT @MelroseTEC: #FCPX seminar last night was packed! #Apple, @AJAVideo @PROMISE_STORAGE. Don't miss the next! http://t.co/NSEAhfHNlC htt ..."
311913938159820800,“@TorianMichaels: Lmao I am an apple fanatic tho” #WeCare
311913944421892097,Carbon Fiber Apple Magic Mouse http://t.co/IQPQD4R34S
311913974125973504,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311913984263593984,RT @TheRealestKay: Blackberry &amp; Apple should make the chargers have longer cords.
311913996318031874,I really hate apple and these shitty iPhones
311914020523360256,Apple CEO Tim Cook Has Been Ordered To Testify In E-Book Antitrust Case http://t.co/rJHpHSczlE via @cultofmac #iOS
311914023669084160,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311914031659229185,"The First True #AppTrackr Replacement Surfaces, Introducing AppDora http://t.co/WOUfCgLJZL #Apple"
311914044074385408,"@forstall’s Twitter bio is still ‘Senior Vice President iOS, Apple’. It should be ‘Was Senior Vice President iOS, Apple’"
311914073581293568,#apple APPLE iBook G4 iOSX 10.5.8 Leopard 1.4GHz 1GB 120GB A1134 http://t.co/5hYGkbYEpb
311914076622176256,"#apple Apple iBook G4 14.1"" Laptop - M9848LL/A (July, 2005) http://t.co/ntupb001I9"
311914078966792192,"#apple Apple Macintosh Wallstreet M4753 PowerBook G3 233Mhz 2GB 32MB 14.1""  LOT OF 3  http://t.co/UleToZHKNT"
311914080220872704,"RT @WSJ: In 2012, Samsung spent $401 million advertising its phones in the U.S. Apple spent $333 million. http://t.co/AfBYDdOKZ0"
311914094385053696,"#apple Apple PowerBook G4 12"" 1.33 GHz 1.25 GB  60GB http://t.co/6rHSRLctgv"
311914097224589312,Yikes $AAPL #APPLE.  Lets see how deep this rabbit hole goes.
311914110369554434,(Possibly the most annoying Apple bug in recent memory.) #adn
311914118389043201,"Apple iPad MD363LL/A (16GB, Wi-Fi + Verizon 4G, White) 3rd Generation http://t.co/47ehZUAYY6"
311914125963964417,I need to ask my oga at the top!!!! RT@Babzee_: Which Apple device do you have #Babzee_
311914139096334336,"#AMAZON USA : #Apple #iPad 2 Tablet (16GB, Wifi,) NEWEST MODEL http://t.co/62sJ01rAMO"
311914142225289216,#5: camera connection kit 最新iOSも対応　Apple iPad4/iPad mini対応 3in1 カメラコネクションキット (SDカードリーダー/microSDカード... http://t.co/4q2eGjwRpj #Amazon #PC
311914169907679232,“@anna_fik: At the apple store with @LoveLaughDaley @zaynaccino :D” swag
311914172118097922,Apple Airs Two New i#Phone Commercials Titled Brilliant And Discover http://t.co/xBRlIHXunc #Apple
311914208071655424,#AppStore #News: Apple Store 2.5: App-Update bringt verschiedene Lieferoptionen - Macerko... http://t.co/fuzAuAEVkl #App Store #AppStore
311914215222960128,Judge rules Apple CEO Tim Cook must testify in ebook antitrust case http://t.co/f1boa361lq : NEWS &amp; BLOGS
311914223561228288,ClustrMaps Mapping News! - Apple maps beats Google maps!;Google adds public alerts!; Friends of the Earth green maps; http://t.co/vmTxR4TkCm
311914224307798016,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
311914234026012672,Dear Apple we as apart of #TeamiPhone NEED and I stress NEED the middle finger emoji! #somepeople #smh
311914264652832768,Time to get paid to play with Apple stuff for 4 hours
311914269891493888,"Everybody’s talking about time management these days.Well, in the case of Apple, media articles and tech-savvy blogs are just talking ..."
311914270323511297,You don't say ! lol RT “@ndouba: VMWare Fusion detected the Kali Linux Mini ISO as Apple Mac OS X… strange”
311914275721596928,Cult Of Mac Debates: Is Samsung Really Innovating Faster Than Apple? http://t.co/1faJaskl5Z via @cultofmac
311914280373084160,**WHITE IPHONE 4S [PICS A MUST SEE!] (ROGERS/FIDO/CHAT-R)**- $370: Up for sale is a white Apple Iphone 4s. In… http://t.co/2ZB12t388p
311914287364964352,FACTORY UNLOCKED IPHONE 4S 32GB BLACK- $375: Black Iphone 4s 32gb purchased from APPLE STORE. Factory unlocked will… http://t.co/qneUml6dem
311914289315332096,"#Computer Apple iMac 27 (68,5cm) 2560x1440 Ci5 2,9GHz 8GB 1TB Fusion Drive GTX660M http://t.co/6ABMLw8lS5"
311914323507302400,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
311914336270553089,@Lil_SlimDunk exactly i dare apple to say some shit bout havin the best processor
311914339059785728,RT @MacRumors: Samsung Marketing Blitz Outpaced Apple in 2012 http://t.co/0qdUlsL9hc
311914349411311616,Had a dream last night that I was in line for the next iPhone and Apple never said what the revision was about. I woke up right b4 purchase.
311914368654778368,"RT @CNETNews: Samsung outscores Apple in U.S. marketing, $401M to $333M, report says http://t.co/hTDJcW4IOL"
311914405308792833,RT @ahl: @darkproger I got a demo on the iPhone of an Apple dev in a dark room on the edges of dtrace.conf(12) http://t.co/i65L3C4D5s
311914410467803136,@Lukefuckbuddies im so angry that i cant have iphone bc my dad thinks its too angry and he doesnt like apple. Still my sister got macbook
311914423063306240,After ignoring @DJFIRSTCHOICE for about an hour... He wants to know how much a 60 inch Apple TV is -_- smfh
311914425110102016,"Plop a fucking USB drive into an apple, call it a computer, and I, an artist!"
311914427945480192,Apple CEO Cook must testify in e-books antitrust case judge: Reuters &amp;copy; Apple Inc. CEO Tim Cook ... http://t.co/NkidPQzwlO #BNN #UCO
311914469905281024,RT @iraszl: Apple - iPhone 5 - TV Ad - Brilliant http://t.co/bkQ9BCwrQg
311914480693030913,"Apple Bubbles (App) newly tagged ""games"":               Apple Bubbles (App)By pconline games        Buy new: $... http://t.co/y8v5vAhcDE"
311914501261901825,If only Steve Apple was here to become the new pope.
311914505573642241,Brand new FREE iPhone! Lovely. Thanks Apple!
311914507712724994,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311914534501765121,Titans Clash: Will Samsung's New Phone Steal Apple's Buzz? http://t.co/HDfR0Dpjcl
311914562616168448,"RT @mmmmmrob: Judging from the levels of noise and humour on twitter,  Apple are announcing something called ""Pope"""
311914566869209090,"@sdarlington While it isn’t universal, you’ll find action on the right the majority of times. I built a list when I submitted this to Apple."
311914569952006145,So  sweet brown is gonna sue apple for 15 million for an app they had using  her catch phrase w/o her consent.  She bout to get broke off!
311914571159977984,"RT @JHTrumble: Got a Nook? Download Lambda finalist DON'T LET ME GO for just $2.99 today! http://t.co/KPRBR4WNIz Also on Apple, Kobo, &a ..."
311914571860422656,@WSJ working at apple
311914576650326016,RT @_kevinhua: The new apple product! http://t.co/IicCNQNKw2
311914585043107841,Current Investment Strategy NewsSmartphone Wars: Samsung vs. Apple: Smartphone Wars: Samsung vs. AppleDan Morg... http://t.co/k1pPchFh7v
311914591108096000,In defense of the Apple iWatch: http://t.co/G8VvBe5S29
311914602097176576,@KidKenchii @DearRobTV looooool imagine desmonds being played to millions courtesy of apple
311914633101463552,Will Apple's iTV Actually Be Samsung's SmartTV? http://t.co/Rl6bqz0lQ2
311914635282489344,"I didn't see it then, but it turned out that getting fired from Apple was the best thing that could have ever happened to me."
311914650314878976,RedFlagDeals: Digipower Apple / Android Phone Car Charger Kit - $19.99 (50% off) http://t.co/TaChzAxFHc #sales #coupons
311914656820248577,Apple may be in trouble as Samsung's flagship smartphones storms into the US ... - DailyTech - http://t.co/PdLzYDKdbk http://t.co/IUb6BSm7Aj
311914660683210755,RT @MacRumors: Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/GFHQd770T4
311914710595424256,From @fptechdesk: Apple CEO Tim Cook must testify in e-books antitrust lawsuit http://t.co/UQNFEbw0bL #cdntech
311914726923853824,How Apple Gets All the Good Apps http://t.co/YzkiiRZwqi
311914745437487104,About time! Apple's social network patent tracks stalkers and spammers: http://t.co/eel6R6xJUi
311914747933106177,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311914751712165888,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
311914766513885184,"RT @nancy501: RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
311914770175500288,"RT @mmmmmrob: Judging from the levels of noise and humour on twitter,  Apple are announcing something called ""Pope"""
311914775590354944,"""I think if this 'google glass' type technology would ever work I would have done it"" I think you mean Apple mum."
311914782678712320,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
311914789486088193,"RT @OfficialFurby: The apple doesn't fall far from the tree, but the orchard always falls far from the #Furby. #FurbyFacts"
311914801469198336,Bill Gates+Microsoft = leagues more democratic than Steve Jobs+Apple. (The fish stinks from the head.) Gates proliferated. Jobs monetized.
311914810390487040,RT @FunkyDineva: Bronchitis ain’t keeping Sweet Brown From Suing Apple For $15 Million http://t.co/EV7PY4J9Cy
