tweet_id,tweet_text
311912907753545728,If I say I am hungry I do not expect the answer to be 'Have an apple'
311912909338980352,RT @HonestToddler: How does the apple a day keeps the doctor away rule work? Do you eat it or throw it directly at them?
311912917102645251,RT @JESS_ticles: a snack to my friends is an apple but a snack to me is 2 whole pizzas a bag of chips 3 popsicles some lasagna 12 cookie ...
311912920218996736,"RT @Bianca2x_: ""@ShaiRaqq_Trife: I want bout 4 spicy McChickens 4 fries bout 6 apple pies and 2 fruitopias with no ice!!!!"" Damn bruh! L ..."
311912932965498880,"RT @MelLovessyou__: Lmao. Oh, dameon.“@L1ghtninMcQueen: People gas the shit outta pretty girl's . "" just ate an apple "" *50 retweets*”"
311912940360040449,I love caramel apple suckers.
311912943036026880,How dare Alia &amp; Keyon throw a candy apple at a little boy 🙈
311912945116385280,An apple a day keeps the doctor away. Never eat an apple again.
311912945263198209,RT @example: Try singing this to the tune of Skyfall:  Do you want trifle?  Or apple crumble? Piece of mangooooooo?  Or taste them all - ...
311912957766430720,I can live off of apple juice and pasta 🍝🍹
311912959305728000,apple cinnemon oatmeal :)
311912961537093632,Can't wait to get good and drunk on Friday. Got @emilyhalford to get me back on the train and I finally get to try my 'toffee apple cider'.
311912966134050816,This girl really has to start bringing oranges to work. I can't stand the chewing! An apple a day keeps your co- worker away! #applessuck
311913001575927810,"Photo: cestfreaklechic: Well you’re the boss, apple sauce http://t.co/hX3sja4NTn"
311913007661867008,"RT @Jowanker: Calling all time low emo is like calling an apple, an orange."
311913009587040259,Once again eff Eve for eating the apple
311913017677856768,@_amarisnichole it's all about those cheez it &amp; that Mott apple juice
311913019909214208,Aha @perezza5 eating an apple http://t.co/REGlntf43e
311913039802802177,RT @example: Try singing this to the tune of Skyfall:  Do you want trifle?  Or apple crumble? Piece of mangooooooo?  Or taste them all - ...
311913045297352705,Why does my sketti hoop bitty taste like apple sauce? This bread is rubbish!
311913057381142528,"Which restaurants do you visit most frequently? — taco bell , apple bee's http://t.co/I5QlcBawju"
311913058597478401,Got my apple juice though 😊
311913079157972992,"Failing to plan is planning to fail. Alan , Apple Floors is planning to appetite you with home improvement (investing in your property) try"
311913082567917568,"SUNDAY BRUNCH - March 17, 2013  Chef Carved Corned Beef Carved Roast Turkey     Baby Back Ribs with an Apple... http://t.co/QKxieIW1g2"
311913095532511232,We gotta get our lives back on track. I'm gonna go eat an Apple and study for ten. I'll be back tho
311913100137881600,@Maddiiee87 do ye likes toffee apples coz we have toffee apple cider by brothers its amazing an a strawberry 1 but I'm not allowed it xxx
311913106001506305,Pee or apple juice the world may never know http://t.co/44sFboQxJb
311913110426488832,"On a scale of Holden Caulfield to Fiona Apple, my mental health is at ""Spalding Gray took a refreshing swim."""
311913113295417344,"RT @BDublicious: Finally cleaned out my purse today. Found an apple, two lighters, missing check stub and my virginity."
311913133570666496,Mouth-Watering Apple Recipes - The Ultimate Cookbook For America's Most Popular Fruit: 85+ Delicious Apple Rec... http://t.co/oqWgJhjriU
311913136636702722,Apple Mint flavour ♥ RT @Miss_BMabope: Manhattan green iced tea.♥
311913185433247745,if Adam and Eve were Chinese we wouldn't have original sin &amp; heavenly loss.  Chinese would have left the apple and eaten snake.
311913187027070976,@emerybuckhouse @daisybuckhouse eat the caramel green apple ones #bestones
311913190609002497,turning to twitter to end a debate in the mamabear house : apple pie with cream or custard?!? #lifesimportantquestions
311913207549800449,RT @howplantswork: Unexpected diversity in the apple flower microbiome. http://t.co/88jQ3NQSIA
311913217653874689,Golden Apple Award: Kelli Anthony: This week's Golden Apple Award winner is Tammye Jackson from Donnie Bickham... http://t.co/ymyB9M5UFU
311913219046395905,Golden Apple Award winner: Kelli Anthony: This week's Golden Apple Award winner is Kelli Anthony from Jack P. ... http://t.co/RWk1TGFWlj
311913232967270401,Im gonna start calling people biscuit neck spoon face apple pickers
311913241011957760,"dreaming of of apple trees, antique staircases and beautiful belvederes...anyone have a mill to spend on my dreams? lol"
311913245147541504,"I bought a pack of 4 doughnuts, Fletch says Elliot and me can have 2 each. I said ""what about me"".""Oh, you can have an apple"" #cheeky"
311913248763047936,RT @JESS_ticles: a snack to my friends is an apple but a snack to me is 2 whole pizzas a bag of chips 3 popsicles some lasagna 12 cookie ...
311913249366999043,"RT @ScienceinSport: COMP: Win 30x SiS GO Isotonic gels in new flavours Apple or Lemon &amp; Lime. To enter, FOLLOW US + RT this: http:// ..."
311913253448077312,apple cinnamon oatmeal and project x
311913257877254145,Carl Sagan~ If you want to make an apple pie from scratch you must first create the universe.
311913264906915842,"He's becoming a man: went to fridge, got the apple juice &amp; started drinking straight from the carton #ProudMoments http://t.co/uYw1pZLEBe"
311913272439869440,"RT @Jowanker: Calling all time low emo is like calling an apple, an orange."
311913274125979648,Vote for this apple in the Good to Go Apple Contest! #applemonth http://t.co/riiCn3l0Uq via @bctreefruits
311913280669114369,@supermandy surgery is the only option. Unless they want to turn into an apple tree herself. Then leave it
311913286549516288,"@hitmanhaydn hm, might have an orange mmm yummy, or apple, or munch bunch type thing :D yummy oh dear i'm odd &gt;.&gt;"
311913290089517056,- tango apple.
311913294023774208,RT @JESS_ticles: a snack to my friends is an apple but a snack to me is 2 whole pizzas a bag of chips 3 popsicles some lasagna 12 cookie ...
311913310666768384,The most useless inventions ever  http://t.co/TVp48KKCht I like this thing..... I could eat an apple while reading and walking!
311913330430312453,@Alexbrownie_ just showed me that it's possible to start with a whole apple and eat the whole thing but the stem. #lifelessons
311913337791324160,“@ohliveeuh_: I love apple juice”
311913338626007042,@Lisiilee29 @MKJunior29 you can never have too many apple mojitos!! :-) When's our next date with that cocktail menu then?!?
311913355151544320,Just tried apple dipped in to mocha sauce mixed with yoghurt.. Standard night working in sainsburys cafe #fortherecorditsrotten
311913360121802754,Gosh my sinuses are the size of an apple. I cannot with this day. Aah ah.
311913372780212225,I wanna apple
311913378090205184,@justinbieber wishing you to reply me is like wishing an apple fall from the sky:)
311913378492850177,@joefooty Since Arsenal last won a trophy Apple and blackberry were just fruits and Nokia 3310 was the most popular phone at that time. :D
311913382922039297,That's a big stack of petitions! Opposition to #gmo apple on the rise in BC. #bcpoli #bcndp #yyj #bcfoods http://t.co/hlRMy1YNYj
311913408717004800,RT @ChelseaNoKelsey: I LOVE APPLE JUICE
311913419051773952,@jen_steeleHEEL *jumps in the car* that ninja turtle-looking bitch is gonna pay dearly for this. *takes a shot of apple juice*
311913421312516096,RT @Blackk_Coffee: Apple Jacks are so fucking good
311913421849370624,@JamesSoccerAM stewie-I love you Brian-what?!? Stewie-eh em eh apple juice Brian-apple juice? Stewie-apple juice you too #classicline
311913428086296576,"@Cynthilu -whispers in your ear- if you go to San Diego w/ us, I'll buy you a caramel apple AND I'll take you on the bumper cars. JS"
311913454543966209,RT @DinhoTheRealest: Why did I eat an apple today? Cause @kelli_schultz says so. Eat apples tweeps they're good for you! #healthy
311913465520467969,“@remyandcoke: @MaestroMasadeJr ah ah..really???!!! You and this apple..smh” Come on gerrout!
311913513029345280,"""In an attempt to modernize the church, we're proud to announce our newest leader, Pope Apple Hashtag I."""
311913517315928064,Oh so the English name for Agbalumo is African star apple..Now I know..I can die happy!!
311913537553453060,RT @LeboMokwena: I haven't had an apple or apple products in about 24 years maybe more. I remember the taste and the texture quite vivid ...
311913544234958848,Orange Juice &gt; Apple Juice
311913560211075074,Looks so awesome....Slow Cooked SOAH (Source of All Happiness) Tequila Apple Crisp http://t.co/NbU8VYlQ3v via @LisaPietsch
311913563050614785,@_diego05 apple jacks
311913581950152706,I left my apple pies in the car :/
311913582554124290,"Apple Pie Smoothie Recipe...this doesn't just taste good, it's really good for you too! http://t.co/QLWZ6ZJBg5"
311913600577073152,its an apple a day kinda day .... DGK and EXP on our walls again all we need now is dry streets . http://t.co/x4rcpUvNIo
311913625482846209,Sayang wala pepsiii. :(. Apple Juice? CORNY. :|
311913627357683712,RT @Leaah_mariiexx: @CecilieGlittum  really? :| ill work out the circumference of a pie. Apple pies are my fav :*
311913627563220992,Just chucked my phone in the trash can instead of my apple core in my other hand. Wth is wrong with me lately! 😞
311913627743576064,"Pope Apple iPhone VI, seriously? #pope"
311913663755862017,I basically drank my weight in apple juice
311913666457006080,Apple &amp; cinnamon and jam turnovers made :) http://t.co/A97srrQa6N
311913667715289088,"@AllisonWagley oh okay, we'll then ill wait until after 7 to get apple juice(;"
311913670823251968,Can Arsenal emulate Barcelona and why is Rory McIlroy standing in that woman’s kitchen eating an apple?: Arsen... http://t.co/COQh6JZ9i2
311913680851857410,This Apple pie shake from braums is amazing!!!
311913684278575104,"RT @ScienceinSport: COMP: Win 30x SiS GO Isotonic gels in new flavours Apple or Lemon &amp; Lime. To enter, FOLLOW US + RT this: http:// ..."
311913702439911424,"Don't watch me, I'm not very good at this -me eating an apple"
311913718512500738,RT @queenofthinair: Looks so awesome....Slow Cooked SOAH (Source of All Happiness) Tequila Apple Crisp http://t.co/NbU8VYlQ3v via @LisaP ...
311913744810795008,This boy be the apple of my eye #goofy #lovehim #myworld http://t.co/MVGaKgTETc
311913753232932864,"Cooking a big man breakfast. Four Eggs, Ribs, Toast, and apple butter😍😍😍😍😍😋😋😋😋"
311913770509299712,My face smells like apple
311913770924519424,So yoga pants made from yogurt in full effect.   First three flavors:  Pineapple upside down cake Apple bottoms  Fudge
311913771788562433,A LiL @Quaker oatmeal in the afternoon apple/cinnamon style👍👍👍
311913787294875648,@AshleyBratina I'm making apple crisp! If you weren't so far away id bring you a piece !!!!!
311913788905488384,@tatt2junki @missjailynnxxx I could take a corona and lime or an apple cider ale!!
311913810971729920,You're the Apple to my pie
311913819351941120,I really want some apple juice but @AlexandraTaylo7 drank it all yesterday 😒😒
311913825693728768,#Sexy #Hot #Celebrity Jessica Alba Bids Farewell to the Big Apple http://t.co/gtBINu6Feq #MustFollow Go
311913833851666432,RT @JESS_ticles: a snack to my friends is an apple but a snack to me is 2 whole pizzas a bag of chips 3 popsicles some lasagna 12 cookie ...
311913836049494017,"Artichoke salad. earth apple, arugula, meyer lemon, ricotta dressing http://t.co/loEc1KXkaa"
311913837332930561,Apple juice is my addiction 
311913838175981568,"In ancient Greece, throwing an apple to a woman was considered a marriage proposal, things were so much easier back then."
311913845943848961,@TheBuffon81 haha well my kids say I could eat an apple thru a tennis racket!! Altho some people say I have nice nashers and all mine x
311913846111621121,Haven't made an apple pie in a while... RT @OmgeeItsEmma: Apple pie &amp; custard. Yum! :)
311913853220950017,I hate apple juice !
311913854378577920,first day at london @ Apple Tree Avenue http://t.co/mqY7Hv2vCD
311913856018575360,The Apple Dumpling Pope  #ReplaceMovieTitlesWithPope
311913863031447553,RT @JESS_ticles: a snack to my friends is an apple but a snack to me is 2 whole pizzas a bag of chips 3 popsicles some lasagna 12 cookie ...
311913865099218944,Oh my! This Apple Bramble Cake with Bushmill's Custard by the lovely Melissa of ChinDeep looks amazing and so... http://t.co/gYgCjYn3N7
311913885986861057,Botany: Bacteria blossom in apple flowers http://t.co/crZmNRF9wE
311913905330987008,RT @lanapopham: That's a big stack of petitions! Opposition to #gmo apple on the rise in BC. #bcpoli #bcndp #yyj #bcfoods http://t.co/hl ...
311913910427066368,"RT @Gamool: In ancient Greece, throwing an apple to a woman was considered a marriage proposal, things were so much easier back then."
311913930152873984,"im eating apple slices in class , and everyone turns around and stares at me . seriously have you like never seen someone eat and apple b4 💁"
311913957935955968,The apple does not fall far from the tree. - Italian Proverb
311913967494782976,“@lolzkellz: Weed causes tuberculosis.” &lt; so does apple juice...LOL!
311913969927454720,@justinbieber apple pie or pecan pie?
311913973803008000,An apple a day keeps the doctor away! 🍎 #JennaThePhilosopher #Fruit4Ever http://t.co/iyDhxEUSuh
311913980815896579,@dmf_rob I have apple cobbler I made that I could bring you :p
311913981109481472,"For me, the main selling point when looking at flats is a communal garden. I want apple trees, a pond and veggie patch, okay #countrybumpkin"
311913982573289472,"@ViveksGirl yep, but I usually get a brighter, like candy apple color but they didn't have it so I decided to try something new."
311913985085669376,Hot apple cider KCup #AllDayEveryday
311913988139122689,Why did Eve want to move to New York? She fell for the Big Apple!
311913994824855553,"RT @Gamool: In ancient Greece, throwing an apple to a woman was considered a marriage proposal, things were so much easier back then."
311914000801751040,"Apple bottom jeans, boots with the fur, can't find them anywhere?"
311914001716088832,RT @patrycjaw_: Gonna run a bath and stuff my face with a massive apple crumble wish custard!!! #GettinngFat #IDontEvenCare 😍🍰
311914002672402433,"Apple juice, pineapple and carrot sticks. Healthy 👍"
311914009731399680,ate that shit like an apple
311914011664982016,@ZadieTSmith @wulffy10 forking sexy apple pic #foodies
311914013342703618,"100% orange and apple juice are favorite drinks ever, better than anything else"
311914013682450432,Warm apple pie and custard. You naughty little bastard.
311914023681662976,How does the apple a day keeps the doctor away rule work? Do you eat it or throw it directly at them?
311914025137094656,Unsweetened coconut milk -  organic red berries - banana - apple - pear http://t.co/tfssC4niuc
311914036793069569,An apple a day keeps the doctor away.
311914057416450048,[Nature] Botany: Bacteria blossom in apple flowers: Surveys of microbe populations on plants have stuck mainly... http://t.co/ZsWl8L8dbJ
311914079457509376,i've become addicted to apple juice i swear
311914085858021376,"""@EmileeZechel: what is better than orange juice?"" Cran-apple"
311914091415498753,RT @Evan_Cummins9: Ethan is redder that an apple..
311914093521022976,"Like an apple tree among the trees of the forest, so is my beloved among the young men. In his shade I took great delight and sat down, +."
311914098092806144,A carmel apple sucker sounds amazing right now. 👌
311914098361237504,"""@MicJaggerr: “@Mrs_Nice_Watch_: Had the best cheesecake apple pie ever. Shit Lord!” The perfect combination!! 😭😭😭"" Hell Yea! So tasty"
311914098516443137,LOOK AT HIS MUTHAFUCKIN ADAMS APPLE http://t.co/UzmWKKQDEj
311914119307616256,"She got them apple bottom jeans, sloth with the fur"
311914122616909824,Ice cold apple juice &gt;
311914122986000384,My Girlfriend got me apple jacks for lunch 😊💛
311914151469543424,A caramel apple sounds on point right now!!
311914174936674305,Apple juice will be the death of me - I love you
311914177478402049,Minute maid apple. Awesome.
311914177591660547,"@shoottheducks @ducksandchucks @drakestonehotel I'll bring dessert then, apple crumble, clotted cream.."
311914191936167936,I need a frozen apple martini
311914195262255104,RT @PlantBiologyNSP: [Nature] Botany: Bacteria blossom in apple flowers: Surveys of microbe populations on plants have stuck mainly... h ...
311914196197576707,@nikkdotcom oh yea. You never know though they might be pulling the apple on this one.
311914197229375490,I want a candy apple so bad 😤
311914204737187840,Shawty had them Apple Bottom Jeans Boots with the fur The whole club was lookin' at her She hit the floor
311914206091964416,"Damn, this apple is fat."
311914230771249155,"i made a salad for supper with spinach, apple &amp; fried tofu."
311914242569822209,"these kid sized apple are beautiful, had like 4 now"
311914254234181633,RT @JESS_ticles: a snack to my friends is an apple but a snack to me is 2 whole pizzas a bag of chips 3 popsicles some lasagna 12 cookie ...
311914255052075008,Ran out of apple slices..
311914261293199360,only being able to eggs pudding and apple sauce SUCKS
311914268213800960,try eating an apple and look pretty
311914276489138176,Last night Matthew asked me to squeeze apples with my thighs and make him apple juice 😂😂😂😩.
311914278099771392,"RT @GrownAssMidget: ""I wasn't that drunk!"" ""Dude, you put your iPhone in a blender and said you were making apple juice."""
311914279408386049,I could really go for a caramel apple spice right now.
311914291211161600,apple juice? xd http://t.co/RnKi7eDyAc
311914306323234817,#apple juice  yummy
311914310190395392,Vote for this apple in the Good to Go Apple Contest! #applemonth http://t.co/Mg6SVCcPSg via @bctreefruits
311914324799148032,Funny how just one bad apple http://t.co/Gur5jPbOYV
311914332726378497,RT @HaileyStarrr: A carmel apple sucker sounds amazing right now. 👌
311914337096843268,"even with the 3 second rule being put into use, that apple stood no chance against my teeth and mouth combo. chalk it up for the good guys."
311914339038806016,"Naughty Bilbo,feeding your pony an apple when you're not aloud to."
311914339873480704,@SeanKillmer drink like a sip of apple juice flush that yesterday's pre workout out real quick :P
311914341148532736,"I'm in love with this beet, apple &amp; carrot juice! It's literally the best thing I've ever swallowed. 🙊😱😏"
311914341828026370,An apple and tequila....is @miriam_es the only one that had that for breakfast today? 🍎🍸 #healthy #mostimportanealoftheday #vegas #SB2013
311914346169131008,RT @SamanthaDull1: #GetGreenForSpring and enter to #win a $25 gift card to Green Apple Supply! Read all about it here! @AOHousewife http ...
311914362082324480,--.Dat Canddyy Apple Was Good !
311914362560471040,"@samsofresh eat an Apple, it's more healthy than a red bull and you get similar results"
311914363156054016,"@theshaves ?????  Apple Valley. Minn., native. Are you saying ""offsides"" is said to bother Canadians. Why?"
311914372966518785,Heinz Apple Biscotti 1 - Ella's Kitchen Lamb Roast Dinner 0
311914407695360000,Apple &amp; Raspberry juice = best thing ever!! #YUM
311914412439121922,"One part Prosecco, one part Aldon Manor organic apple juice... Our new favourite tipple! http://t.co/wpwHnudap8"
311914416448880640,Eating grapes while drinking apple juice goes against everything i know
311914419846279169,Not If you're smoking out of it instead of eating it you fuckin baser RT @Nik_coal: An apple a day keeps the doctor away.
311914429082107906,I have motherfucking apple pie.
311914446895333376,I hope the apple of eden is safe
311914447851622400,"RT @J355F4C3: Me, ""...man, but cookies taste so good!"" @a_X_m, ""Snow White thought that apple was good, but it was poison!"" Difficult pi ..."
311914477064962050,"Why do people at Apple Valley High school just LOVE drama , I'm not moved by you people x) you make me laugh truly the most ratchet school"
311914477853491201,RT @OccultDuality: my dad just actually just said 'this apple sauce has the consistency of jizz' #legend
311914480013570048,oan: this apple sauce is yuuuuummy
311914483352207360,Mint candy apple on my toesies #luvit
311914485772324864,@B_MooseMan craving that apple pie we made!
311914487928197120,#Botany: Bacteria blossom in apple flowers http://t.co/Csw1h3gPCA via@Nature
311914497772249088,RT @Joninyan: An apple a day keeps the doctor away. Never eat an apple again.
311914503359041536,New carded batt created for a custom order. Will share Handspun Yarn when finished.  Candy Apple &amp; Granny Smith http://t.co/x1lUvzBrFd
311914503774285824,apple tea
311914504067874816,i want an apple pie &amp; icecream...
311914509784711169,RT @nutrition_facts: Eating a dozen dried apple rings a day may significantly lower cholesterol. Today’s #NFVid: http://t.co/HybYRhhcs7
311914510841696256,apple banana cinnamon smoothie 😍 http://t.co/KCftf3GzO2
311914520480194561,"RT @MofoSloths: She got them apple bottom jeans, sloth with the fur"
311914541581746176,Following @OFA .. Organize for America .. Obama can't upright this apple cart by himself!
311914555766886400,green apple lime fresh bit sparkly... :) http://t.co/Pe6C4Bm0y4
311914563954159618,"@hannahejo oh no oh no now I'm craving those apple rings so hard. neeed that sweet, sweet gumminess"
311914565715763200,Like they're calling each other apple cores? Tf
311914576746795008,RT @NYC_Blonde: I'm not really hungry today-- I think I'll just have an apple for lunch *eats bacon cheeseburger and two bags of chips*
311914577665331201,Baked apple stuffed with oatmeal. 10 reasons why oatmeal is your friend:... http://t.co/7PKUMsVtit
311914583730311169,Thank you to the OB graveyard dept at Barton. Nicest nurses. Poor Lena and Olivia could only eat bananas apple's rice and toast. Damn Qdoba
311914590080487424,@OFarrell13 where's my slice of apple pie
311914607528779776,Botany: Bacteria blossom in apple flowers http://t.co/Csw1h3gPCA via @nature
311914609705619456,My apple is def bigger than yours! http://t.co/bvxfRmOPWR
311914610972307456,@BlakJesus_Matty i just poured myself some apple juice and bust out in tears cuz that cracked me up.
311914613509869569,"Alyssa: Aiden, Breezys hungover Aiden: whats hungover? Alyssa: she drank too much beer Aiden: Girls cant drink beer they drink apple juice!"
311914680950083584,"We now have a quartet of St. Patty's Day green flavors- Irish Mint, Good Luck Green Tea, Leprechaun Kiwi &amp; Shamrockin Green Apple!"
311914682556502016,"RT @ScienceinSport: COMP: Win 30x SiS GO Isotonic gels in new flavours Apple or Lemon &amp; Lime. To enter, FOLLOW US + RT this: http:// ..."
311914716614242304,an apple a day keeps the doctor away
311914716983349249,Apple pecan chicken salad with pomegranate vinaigrette mmm
311914719260839936,"RT @xipinedyseh: She plunged a hand into a pocket in her drab droopy cardigan and put down on the desk, beside the apple pie, a squashed ..."
311914723111211010,Sippin on that apple juice #bitchimaboss #bigpimpin
311914731730505728,NIALLS MUM SEEMS LIKE THE TYPE THAT WOULD BAKE YOU APPLE PIE IN A FLORAL APRON AND PINCH YOUR CHEEKS AND LET YOU CALL HER MAMMY BYE
311914734049951744,I just saw a little girl eating a green bell pepper like it was a apple. This poor girl doesn't have a chance
311914749174616064,U made it homemade RT “@Stackemz: @BlakJesus_Matty i just poured myself some apple juice and bust out in tears cuz that cracked me up.”
311914754002284544,"Had a dream last night that we all went back to prom again, except there wasn't any caramel for my apple:("
311914754446856192,Apple juice &amp; goldfish for life
311914772247506944,I wonder if I'd get sent home if I came in on Red Nose day as an apple and chased fat kids around school?
311914774747299840,This apple I just ate is pretty much the highlight of my day
311914775602933760,"If you wish to make an apple pie truly from scratch, you must first invent the universe.  ~Carl Sagan"
311914787728683009,"So..I would take apple cider vinegar instead of green tea..ikut sunnah nabi, mkn cuka sejam sebelum mkn.. Better kot"
311914788877893632,Whole Earth Organic Apple &amp; Raspberry Soft Drink 330ml: Sparkling apple and raspberry fruit drink made with r... http://t.co/qrXGyfFSXc
311914791033794561,Don't know what @skittles is thinking adding green apple into the mix. If it ain't broke don't fix it... And green apple is gross.
311914799606943745,@iiCanB well if it isint the apple calling the orange fruity
311914812546355202,"Hey pretty girl, Let's build some dreams, And a house on a piece of land. We'll plant some roots and some apple trees. #KipMoore"
311914821337612289,Apple Jack...........Parton Dolly
311914825141846016,RT @primadonniaII: NIALLS MUM SEEMS LIKE THE TYPE THAT WOULD BAKE YOU APPLE PIE IN A FLORAL APRON AND PINCH YOUR CHEEKS AND LET YOU CALL ...
311914830246334467,Wid me glass a apple juice wid me link give me whispering*wata*
311914830502170624,hmmm... the end of revelations doesn't make sense to me. how the fuck did they know to go to that cave place? what about Altairs apple?:(
311914832616095745,apple &amp; bramble cake with bushmill’s custard &amp; a st. pat’s blog hop | ChinDeep http://t.co/2l2haTsDZo
311914837569585153,"RT @GrownAssMidget: ""I wasn't that drunk!"" ""Dude, you put your iPhone in a blender and said you were making apple juice."""
311914846813827072,@bleulab is in the Big Apple for Press Previews! #fashion #NYC http://t.co/wkGC5huAxt
311914855449911296,I always feel bad when earing an apple in the office #loudfruit
311914864463474688,Apple slicers make my life so much simpler. #appleeeeeee #nummmy http://t.co/loA5U0xPGq
311914867802136576,"RT @SimplyLadySouth: Hey pretty girl, Let's build some dreams, And a house on a piece of land. We'll plant some roots and some apple tre ..."
311914876249440257,the key to my heart is a can of apple and kiwi relentless
311914894859583488,@SincerelyStevie Immediately thought of you upon reading the following: Why did the apple go out w/the prune? B/c he couldn't get a date. :)
311914896956735488,RT @NYC_Blonde: I'm not really hungry today-- I think I'll just have an apple for lunch *eats bacon cheeseburger and two bags of chips*
311914898277937153,"RT @DevHopeSante: #quote An apple a day keeps the doctor away; but if the doctor is cute, Forget the fruit http://t.co/FJf3LRIAku"
311914903181086720,"LAST OF THE SEALS ""Baseball, hotdogs, apple pie and Chevrolet...delightfully written novel by Greg Messel.""  http://t.co/FiZOfBYKIK #ian1"
311914906880442369,"@rachellelea22 thanks, the apple of my eye. Haha ;)"
311914909334110208,"Wood pigeon salad, apple purée, caramel walnuts, micro herbs, port macerated raisins and calvados and… http://t.co/D1FpDa1skz"
311914933141000192,"RT @SimplyLadySouth: Hey pretty girl, Let's build some dreams, And a house on a piece of land. We'll plant some roots and some apple tre ..."
311914939503763456,This Apple Bramble Cake with Bushmill's Custard from ChinDeep looks utterly beautiful! Couldn't help sharing &lt;3... http://t.co/4aGC6YblPP
311914945363197953,"RT @SimplyLadySouth: Hey pretty girl, Let's build some dreams, And a house on a piece of land. We'll plant some roots and some apple tre ..."
311914949427478529,"RT @bloodydesune i love apple juice but i hate apples?? wot ""apples is where its at"""
311914958382313472,"RT @OlenQueenPhoto: I saw the beauty in your oak, so I ate the apple from your tree, I thought I had you for myself, how many shared you ..."
311914958453633025,[Snacks on an apple.]
311914959871279104,Dog Pet Gates and Reptile Lighting - New at Big Apple http://t.co/01gzw6l7H8
311914960169078785,Dog Pet Gates and Reptile Lighting - New at Big Apple Pet Supply http://t.co/dkE50u8MEm
311914983271301120,Will just threw a apple at me and it busted. #gross
311914993861939200,"RT @OfficialFurby: The apple doesn't fall far from the tree, but the orchard always falls far from the #Furby. #FurbyFacts"
311915003513028608,"@KESmelser ""RT @HonestToddler: How does the apple a day keeps the doctor away rule work? Do you eat it or throw it directly at them?"""
311915007573127168,Passion tea lemonade from Starbucks tastes so much better when they use apple juice instead of lemonade. Thank me later. 😊
311915012115546113,"RT @SimplyLadySouth: Hey pretty girl, Let's build some dreams, And a house on a piece of land. We'll plant some roots and some apple tre ..."
