1,"""Not clear why Apple gave @jdalrymple the list. Maybe because he asked?"" Shame you didn't think of that, Elmer FUD. http://t.co/pmhrLTOwwo"
1,Tim cook is GAY? Well I hope he can keep apple in the straight direction...eh eh get it....gay straight....eh eh :D
0,"I found this using 'Uplifting Psalms Daily' for Android phones!

""Keep me as the apple of your eye"":

6 I call... http://t.co/lrKfE75ylk"
0,@DaveTheBeard oh apple pie of the £1 variety sounds delightful
0,"RT @L1ghtninMcQueen: People gas the shit outta pretty girl's . "" just ate an apple "" *50 retweets*"
1,I wish my laptop wasn't so remedial and i wasnt too lazy to take it to the apple store so I could write this paper at the park or some shit.
0,@Cwalsh_BvB just landed in the big apple!!✈
1,"BlackBerry Gaining Back Ground on Ad Awareness while iPhone Purchase Intent Slips 
http://t.co/62woKLJgHn
#Google #apple #msft #tsx"
1,@DanGraziano I am hoping that Apple has a “deflate your news day” announcement
1,"Apple wants you to pay an arm and a leg for their products up front, then send in the next arm and leg to repair. Fck them!"
1,@BadAsh81 Shades of Apple and Federighi.
1,Fucking Apple Store is useless
1,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
0,@Rygocv42 oops apple smeared all over that answer lets just assume I was right
1,#Amazon #USA : White and Blue Premium Bumper #Case for Apple #iPhone ... by iCustomized for $1.55 http://t.co/5TTFlMHZqB
1,RT @ReaganGomez: Wayment... RT: @FunkyDineva: Bronchitis ain’t keeping Sweet Brown From Suing Apple For $15 Million http://t.co/TZR4cKbkSg
1,"Apple CEO will testify in e-books case, judge says http://t.co/Xd2hcWAYvV"
0,Apple and cheese grilled sandwich http://t.co/ANnH3dlSK1
0,Just ate my second apple in a one hour period. #healthyliving #anappleaday
0,Only @squeakersld would hold her cookie with a fork &amp;dip it in GREEN apple sauce^_^ lmao #Problems :D
1,RT @PhilipMichaels: The Papal Conclave would never have done it that way if Steve Jobs were still running Apple.
1,"Revenue per employee: Yahoo!: $426,000. Microsoft: $775,900. Google: $931,600. Facebook: $1,102,000. Apple:... http://t.co/BrQRWjZdJj"
0,Homemade apple crumble. http://t.co/BxGwT2NZWH
0,“@Taa_rynn: George Bush who cut down the apple tree? #Wut” 😂😂
0,Perverts. I spilled my apple juice on myself.
1,I love Apple Stickers! http://t.co/lMf73Xdnay
0,Pork chops and apple sauce is way to good
1,@AlyshaCooper97 just another 4s me mam and dad went to the metro and took the old one into the apple shop to get a new one hehe
1,Welp apple ill see you on Saturday to pay that smooth 50 😒
0,She drinks apple cider and not with subjects either.
0,@MacBarbie07 just bought Essie mint Candy Apple nail polish and i'm obsessed with the color :) thanks to you 😘 love ya
0,"Apple strudel rice pudding, yes pleeeeease"
0,"@LunlunnGORGEOUS cause girl! You play ssooooo much, with yo Apple Head Ass. BBHBBHBBHBBH (:"
1,"The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,@Skittles changed the green Skittle from lime to green apple. WTF were they thinking?!!
0,Sometimes I eat an apple and think damn that was crisp
0,"Dnt know if I want Red Lobster, Pluckers, or  Apple bee's..."
1,"RT @windowsphone: ""According to our survey respondents, Microsoft's Windows Phone 8 clearly bests Apple and Android."" - @PCMag http://t. ..."
1,Vatican City in Apple maps 3D is excellent.
0,You're the apple of my eye. ♥
0,RT @JESS_ticles: a snack to my friends is an apple but a snack to me is 2 whole pizzas a bag of chips 3 popsicles some lasagna 12 cookie ...
1,RT @RP_Javion: Bitch I am a Mac .. apple .. bite me.  loooooooooooool
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,"Angus Burger , 2 Apple Pies , Fries , and Carmal Frape"
1,@down_asschick9 just carry your old orginal iPhone charger to apple nd they gon change it for free
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
0,@FairuzRusli green tea or apple vinegar? Coz I use both..
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"Apple Bubbles (App) newly tagged ""games"":               Apple Bubbles (App)By pconline games        Buy new: $... http://t.co/RQvX3TLSPg"
0,"Lmao. Oh, dameon.“@L1ghtninMcQueen: People gas the shit outta pretty girl's . "" just ate an apple "" *50 retweets*”"
1,Apple CEO will testify in e-books case judge says #newslocker http://t.co/W1D3KQpYgH
1,RT @applenws: Breathometer: A would-be breathalyzer accessory for iPhone http://t.co/ix6dhtbJNx #apple
1,RT @davidhoang: I wish Apple approved apps via White Smoke. Habemus Appam!
0,I haven't had an apple or apple products in about 24 years maybe more. I remember the taste and the texture quite vividly though.
1,Titans Clash: Will Samsung's New Phone Steal Apple's Buzz? - Fox Business  #apple #news
1,"RT @appletweets: Training docs reveal Macs, iPhones, iPads heading to Staples in late March: The timeline for Apple gear to go ... http: ..."
1,Cbus Wireless Vehicle Car Charger for Apple iPad / iPad 2 / new iPad (3rd gen) / iPhone 4S / iPhone 4 / iPhone 3G /  http://t.co/OUNjiKb0xV
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"RT @hypebot: CEO Spotify Says He Doesn't Worry What Apple, Google Do In Music http://t.co/pvJjwe2pVf"
1,@CharlieHawkins3 apple should sort that for you mate. Free of charge new handset :) hope your okay too man!
1,"BlackBerry/Samsung/Apple? — BlackBerry Curve 9300.
IpodTouch 4. http://t.co/HXP5NywQwf"
1,My moms #LG #apple phone lol it's pink! #like #picoftheday #popular #wednesday #ig #photo http://t.co/cSjr7mB8eM
0,"""Why...say that everything has already been done?...The pump didn’t grow on a tree, with the apple"" Nicholas Kirkwood http://t.co/QcPgJhOq6P"
1,"Cellet ""Apple Certified"" Car Charger for Apple iPhone 4/4S, iPhone 3G/3GS, iPod Touch and no http://t.co/ukOcm6mbnv"
1,"Mozilla #Firefox not coming to iPhone, iPad until #Apple relaxes #iOS browser rules http://t.co/bKDTSAS3sK"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"Isn't it cute: a tiny black box with sleek, chrome-grille sides that looks a little like Apple's Mac... http://t.co/MYv63DbvkB"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,Crashing while jacking of to buffering vids of Asher Roth eating apple sauce
1,RT @BlackInformant: She ‘Got Time For That’: Sweet Brown Sues Apple For $15 Million  http://t.co/EKRE6z2xrY
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"RT @hypebot: CEO Spotify Says He Doesn't Worry What Apple, Google Do In Music http://t.co/pvJjwe2pVf"
1,"RT @OxenRider: Don't worry #m310 , Apple is working to fix its GSI map app: http://t.co/0vtXbGo3yH via @mashable"
1,My latest. Titans Clash: Will Samsung's New Phone Steal Apple's Buzz? http://t.co/oiTd4QdvUv
1,"it seems that either older or more downloaded apps get priority in the apple review update queue. 1 newish app took 6 days, 1 old app took 1"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,I need this now lol RT @Miss_anna_virgo: Homemade apple crumble. http://t.co/awaOhSOOhN
1,"Mozilla #Firefox not coming to iPhone, iPad until #Apple relaxes #iOS browser rules http://t.co/mFd7QSzsFp"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,Didn't expect that! RT @modmyi: Apple Surges into Second in India's Smartphone Showdown http://t.co/E2UgCBx4LL http://t.co/LRFeDRksxr
1,@JBrunzGaming hey bro buy an @elgatogaming capture card from apple.ca that's where I got it ordered Sunday night and got it tues :)
1,@AlanJiangg MY PHONE DIED I'M AT THE APPLE STORE WHERE ARE YOU GUYS
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,Apple Alumni: Where Are They Now? http://t.co/HOAfA89gUm
1,invisibleSHIELD for the Apple iPad two (HD) - http://t.co/RhKtDlAV4E http://t.co/YQPiCose0I
0,"""You look like like the kinda girl who likes apple pie"" thanks @EllieDeacon 😑 now I want to top myself"
1,"RT @mmmmmrob: Judging from the levels of noise and humour on twitter,  Apple are announcing something called ""Pope"""
1,the fact that I'm flirting with the girl at the apple store lol I'm something else
1,I'm at the apple store! SWAG!
1,Shipments of Apple's iPad to fall behind tablets running Google's Android for ... - New York Daily News  http://t.co/T68NYEzW4v
0,If I say I am hungry I do not expect the answer to be 'Have an apple'
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"LOL RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,RT @HonestToddler: How does the apple a day keeps the doctor away rule work? Do you eat it or throw it directly at them?
0,"""What if I told you the reason that apple didn't turn brown was because they put caterpillar testicles in it?"" Oh sustainability..."
1,"Shout out to Apple for the brand new headphones, charger and phone."
1,Apple Alumni: Where Are They Now? http://t.co/0dh7cTdMJs
0,RT @JESS_ticles: a snack to my friends is an apple but a snack to me is 2 whole pizzas a bag of chips 3 popsicles some lasagna 12 cookie ...
0,"RT @Bianca2x_: ""@ShaiRaqq_Trife: I want bout 4 spicy McChickens 4 fries bout 6 apple pies and 2 fruitopias with no ice!!!!"" Damn bruh! L ..."
1,Genevieve be having some trippy ass dreams....android butt fucking apple lmao #wtf
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,RT @FunkyDineva: Bronchitis ain’t keeping Sweet Brown From Suing Apple For $15 Million http://t.co/EV7PY4J9Cy
1,Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/GFHQd770T4
0,"RT @MelLovessyou__: Lmao. Oh, dameon.“@L1ghtninMcQueen: People gas the shit outta pretty girl's . "" just ate an apple "" *50 retweets*”"
1,"The #apple store in Manhattan Beach, CA has an excellent selection of accessories. It's the best I've seen."
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"For Sale: Apple iPhone 5 16GB Black on Vodafone FOR SALE 
http://t.co/tdZ5pxogc7"
0,I love caramel apple suckers.
1,http://t.co/VDcC83oNGyИнтерфейс Apple iOS танцует Harlem Shake
1,"@Words4Friends they were Apple earphones, I just bought them too! :L #unlucky"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,How dare Alia &amp; Keyon throw a candy apple at a little boy 🙈
0,An apple a day keeps the doctor away. Never eat an apple again.
1,@CommanderQueef MY PHONE DIED I'M AT THE APPLE STORE WHERE ARE YOU
0,"RT @example: Try singing this to the tune of Skyfall: 
Do you want trifle? 
Or apple crumble?
Piece of mangooooooo? 
Or taste them all - ..."
1,Bite me apple sign
0,"RT @MelLovessyou__: Lmao. Oh, dameon.“@L1ghtninMcQueen: People gas the shit outta pretty girl's . "" just ate an apple "" *50 retweets*”"
1,http://t.co/LTcfIGPZdpИнтерфейс Apple iOS танцует Harlem Shake
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,Taking a class at the Apple store
1,Sweet Brown Is Suing! Says Apple and Others Used Her Catchphrases Without Permission http://t.co/Zu8tPe8t2D
0,I can live off of apple juice and pasta 🍝🍹
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,apple cinnemon oatmeal :)
1,@HardDriveDataR1 How to retrieve data from Crashed hard drive - Apple Support ... http://t.co/0uSBLzN0Vw
0,Can't wait to get good and drunk on Friday. Got @emilyhalford to get me back on the train and I finally get to try my 'toffee apple cider'.
1,RT @MacRumors: Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/GFHQd770T4
0,This girl really has to start bringing oranges to work. I can't stand the chewing! An apple a day keeps your co- worker away! #applessuck
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,Omg u serious “@_DylM: @down_asschick9 just carry your old orginal iPhone charger to apple nd they gon change it for free”
1,RT @VeryNiceWebSite: Apple’s smartphone market share collapse: http://t.co/m9Xm7wHuYI
1,Heading to apple store to get a new phone cos I smashed mine lol lol eek
1,"dads taking my ipad to apple to get it fixed on friday,no one understands how happy i am,yay yay yay yay yay yay yay"
1,6000 dead pigs float down a river and Doug Kass is back buying Apple. Coincidence? I don’t think so.
0,I love apple juice
1,Get your hands on £250's worth of Apple iTunes vouchers! http://t.co/zmRAXG0Eeu
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,#Apple - power is nothing without control. #Android - we are trying.
1,"""Will Apple Raise The Dividend, Issue Prefs Or Buyback Stock? - Forbes http://t.co/vIKZMI69ni "" - please don't raise dividends @apple"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,RT @MacRumors: Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/GFHQd770T4
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,Judge rules Apple CEO Tim Cook must testify in ebook antitrust case http://t.co/cuoiIa6LXR
1,RT @PaulFidalgo: RT @Angry_Drunk: White smoke...must be time to short more Apple stock.
0,"Photo: cestfreaklechic: Well you’re the boss, apple sauce http://t.co/hX3sja4NTn"
1,"Apple Maps Slowly Improving: Apple updates its maligned Maps app for the iPhone, includes 3-D flyovers for a h... http://t.co/dwTr4CDQiz"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
1,Apple in Hot Water Over Discovery Failure http://t.co/3aS5Iz9G8y
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,"RT @Jowanker: Calling all time low emo is like calling an apple, an orange."
0,Once again eff Eve for eating the apple
0,About To See My Lil Apple Pie...!!!!
0,@_amarisnichole it's all about those cheez it &amp; that Mott apple juice
0,Aha @perezza5 eating an apple http://t.co/REGlntf43e
1,"Apple Maps Slowly Improving: Apple updates its maligned Maps app for the iPhone, includes 3-D flyovers for a handful of new cities. S..."
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"I Mack a whore, my nickname should be apple store"
1,MacBook Pro dispatched #apple
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,Charging my phone at the apple store..sigh
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,@issackelly @jessenoller @selenamarie @whitmo Does Apple make a lint roller? If I hadn't given up trolling the Apple store for Lent ...
0,"RT @example: Try singing this to the tune of Skyfall: 
Do you want trifle? 
Or apple crumble?
Piece of mangooooooo? 
Or taste them all - ..."
1,"Apple Bubbles (App) newly tagged ""games"":               Apple Bubbles (App)By pconline games        Buy new: $... http://t.co/KpxAdn1Kjg"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,Why does my sketti hoop bitty taste like apple sauce? This bread is rubbish!
1,"Siri is destroyed by ""Google Now"" | http://t.co/37Eef3oxCf | $GOOG #tech #apps #google $AAPL #Apple #googlenow #Glass #Siri #android #iphone"
0,"Which restaurants do you visit most frequently? — taco bell , apple bee's http://t.co/I5QlcBawju"
0,Got my apple juice though 😊
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,Apple iPhone 4 16gb (O2) NO RESERVE EXCELLENT CONDITION: http://t.co/nHGxsGm5km #ebaymobile
1,I guess itz a apple store run 2nite
1,"I can't say this enough: while Apple's stock is down, it's a great time to buy it!"
1,I need to go to apple
0,"Failing to plan is planning to fail. Alan , Apple Floors is planning to appetite you with home improvement (investing in your property) try"
1,Ran into an Apple store to watch #Popecon! http://t.co/yfubLNlxc7
1,@cborghesi_13 I just went to apple Toronto doesn't have many LTE towers and they increased all dis shit on the phone wout increasing battery
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,"SUNDAY BRUNCH - March 17, 2013

Chef Carved Corned Beef
Carved Roast Turkey  
 
Baby Back Ribs with an Apple... http://t.co/QKxieIW1g2"
1,"Another #freeze of my #macbookpro. But #apple won't fix it. Thank you #apple, thank you expensive #applecare. #fail"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"""duuuuuuuudes I""M THE FREAKIN POPE!!"" RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,We gotta get our lives back on track. I'm gonna go eat an Apple and study for ten. I'll be back tho
1,"Just got the biggest Apple contract and they just placed me as the Project Manager on it. I'm like a kid on Xmas. 
:-)"
1,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,@Maddiiee87 do ye likes toffee apples coz we have toffee apple cider by brothers its amazing an a strawberry 1 but I'm not allowed it xxx
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,Pee or apple juice the world may never know http://t.co/44sFboQxJb
1,At the apple store! #SWAGGY
0,"On a scale of Holden Caulfield to Fiona Apple, my mental health is at ""Spalding Gray took a refreshing swim."""
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,"RT @BDublicious: Finally cleaned out my purse today. Found an apple, two lighters, missing check stub and my virginity."
1,@frankieboyle batteries on all apple products die quicker than a black man in a horror movie
0,On break yo! #photo #apple #water #bedbathbeyond #work #feethurt @ Bed Bath &amp; Beyond http://t.co/zfdrXIuzeH
1,RT @OhMrWonka: Apple should change Siri's voice to Morgan Freeman.
1,Thank you apple for fixin my baby!!! New battery = MacBook Pro feeling like new :)
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,Apple Quietly Taking Over the Electronics of Every Car on the Road http://t.co/AJGsCOrQov
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,@pepommier You mean Apple OS X
1,@DanoftheDead20 I deactivated all functions due apple.
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,Mouth-Watering Apple Recipes - The Ultimate Cookbook For America's Most Popular Fruit: 85+ Delicious Apple Rec... http://t.co/oqWgJhjriU
1,"@Bobbyzzzz So did Apple &amp; HP and every tech company that is fueling Obamas grand resurgence. Would you like some more Kool-Aid, sir?"
0,Apple Mint flavour ♥ RT @Miss_BMabope: Manhattan green iced tea.♥
1,RT @RWW: iOS 7 Is Is Vital To The Future Of Apple's Dominance says @johnpaul http://t.co/DfNp3oO8dB
0,"""she shot at you head"" ""at an apple"" ""near your head"""
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"My laptop is not charging properly. I don't like them apples, Apple. #sadtweet"
1,"CNET - Green Tech:  Apple CEO will testify in e-books case, judge says . More #Apple #iPhone #news - http://t.co/RGtAvsOo5Z"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,Not even the slightest bit surprised that I didn't get the job with Apple.
1,Apple Stores in France fined for forcing employees to work late http://t.co/myuAEbA2nl
1,Why isn't apple going around sxsw charging people's phones? no fair. -_-
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,Apple Maps Slowly Improving @InformationWeek http://t.co/EmT9tw5Xty
1,"@TheFix Alas, Apple does not offer a Latin keyboard option."
1,"@DLoesch Why keep buying Apple if she feels this way? Write in your own blood, Ash"
1,"Google Holds $820, Apple Struggles At $433 Resistance - Forbes http://t.co/TlhaDVniGH"
1,@down_asschick9 yep it has ah one year warranty on it anything from apple has it
0,"Thanks, Michelle Obama, for my 6 French fries. And my mandatory apple slices. 
I can make my own decisions. http://t.co/96GjshuEsK"
0,if Adam and Eve were Chinese we wouldn't have original sin &amp; heavenly loss.  Chinese would have left the apple and eaten snake.
0,@emerybuckhouse @daisybuckhouse eat the caramel green apple ones #bestones
1,Android to take Tablet dominance from Apple in 2013 http://t.co/mdRPjSnA18
0,"@Ajenebk they are allowed to choose their own name....I'm hoping for Pope  Jayden, Pope Apple, or Pope Peter (I'm selfish)"
1,RT @MacRumors: Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/GFHQd770T4
0,turning to twitter to end a debate in the mamabear house : apple pie with cream or custard?!? #lifesimportantquestions
1,RT @iPhoneinCanada: This Super Thin Apple Television Mockup Take Design Cues From the iPhone 5 [PICS] http://t.co/LNzbvF4tRq
1,@Jadeye_hu Ez Apple Maps? :D
0,The results are in!  Tequila Apple Crisp is a winner!... http://t.co/pbXPbSZqu2
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,"Good thing they didn't listen RT @Beatler: A blast from the past | Wired tells Apple what it should do in June, 1997. http://t.co/nCpOCtdGyW"
1,RT @MacRumors: Apple CEO Tim Cook Ordered to Testify in E-Books Antitrust Lawsuit http://t.co/GFHQd770T4
1,@kerriannhulme select frame (direct or text selection tool) hit apple+b adjust inner text margins in dialog box
1,Andy Rubin is leaving Google. They should be worried. The last time he left a company he took their IP with him. #technology #google #apple
0,RT @howplantswork: Unexpected diversity in the apple flower microbiome. http://t.co/88jQ3NQSIA
1,"Apple, why do you make a poorly designed cord? Because you want me to spend more money on a nee one 😑"
1,Titans Clash: Will Samsung's New Phone Steal Apple's Buzz? - Fox Business http://t.co/hY33YbVz31
0,Golden Apple Award: Kelli Anthony: This week's Golden Apple Award winner is Tammye Jackson from Donnie Bickham... http://t.co/ymyB9M5UFU
1,"Sweet Brown sues Apple, AIN'T NOBODY GOT TIME FOR THAT!!!!!! READ MORE - ENTERTAINMENT http://t.co/XcgS1Nvkve"
0,Golden Apple Award winner: Kelli Anthony: This week's Golden Apple Award winner is Kelli Anthony from Jack P. ... http://t.co/RWk1TGFWlj
1,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
1,"Apple iPad Ruby Red Snug Fit Canteen Style Hard Cube Case with Tilt Stand for Apple Ipad Tablet ( 3G , wifi , ... http://t.co/SxtkImQbea"
1,Apple needs to create a middle finger emoji for iPhone
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
0,Im gonna start calling people biscuit neck spoon face apple pickers
0,"dreaming of of apple trees, antique staircases and beautiful belvederes...anyone have a mill to spend on my dreams? lol"
1,"RT @TheFix: The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,@petren same happened again today!! Any news on when apple will approve? Guess they're asking you to get it right?
0,"I bought a pack of 4 doughnuts, Fletch says Elliot and me can have 2 each. I said ""what about me"".""Oh, you can have an apple"" #cheeky"
1,"#papalproblems RT @TheFix The Pope currently trying to tap out first tweet, repeatedly foiled by Apple auto-correct."
1,At the Regent Street Apple store. I’m here for the London iOS user group meeting
